Type,Number,CD,Street Name,Cross Street 1,Cross Street 2,Parking Restrictions,Petition Validation,Parking Study,Date Established,Date Posted,Last Action,Data Entered By,Council File Number
PPD,47,5,Clinton Street,Orange Drive,Mansfield Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Clinton Street,Mansfield Avenue,Citrus Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Clinton Street,Citrus Avenue,Highland Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Detroit Street,Beverly Boulevard,Oakwood Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Detroit Street,Oakwood Avenue,Rosewood Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,10/23/2007,Fill-in,JH,
PPD,47,5,Formosa Avenue,Beverly Boulevard,Oakwood Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Formosa Avenue,Oakwood Avenue,Rosewood Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Fuller Avenue,Beverly Boulevard,Oakwood Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Fuller Avenue,Oakwood Avenue,Rosewood Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,5/31/2002,Fill-in,JH,
PPD,47,5,Gardner Street,Beverly Boulevard,Oakwood Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Gardner Street,Oakwood Avenue,Rosewood Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Highland Avenue,Beverly Boulevard,Oakwood Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Highland Avenue,Oakwood Avenue,Rosewood Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Highland Avenue (W/S),Roswood Avenue,Clinton Street,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,4/21/2009,Fill-in,JH,
PPD,47,5,Highland Avenue (W/S),Clinton Street,Alley S of Melrose Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Highland Avenue,Alley S of Melrose Avenue,Melrose Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,La Brea Avenue,Beverly Boulevard,Oakwood Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,La Brea Avenue,Oakwood Avenue,Rosewood Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,La Brea Avenue,Roswood Avenue,Clinton Street,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,La Brea Avenue,Clinton Street,Melrose Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Mansfield Avenue,Beverly Boulevard,Oakwood Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Mansfield Avenue,Oakwood Avenue,Rosewood Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Mansfield Avenue,Roswood Avenue,Clinton Street,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Mansfield Avenue,Clinton Street,Alley S of Melrose Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Mansfield Avenue,Alley S of Melrose Avenue,Melrose Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Martel Avenue,Beverly Boulevard,Oakwood Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Martel Avenue,Oakwood Avenue,Rosewood Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,8/26/2002,Fill-in,JH,
PPD,47,5,Oakwood Avenue,Gardner Street,Vista Street,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Oakwood Avenue,Vista Street,Martel Street,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Oakwood Avenue,Martel Street,Fuller Street,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,6/20/2002,Fill-in,JH,
PPD,47,5,Oakwood Avenue,Fuller Street,Poinsettia Place,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Oakwood Avenue,Poinsettia Place,Alta Vista Boulevard,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Oakwood Avenue,Alta Vista Boulevard,Formosa Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Oakwood Avenue,Formosa Avenue,Detroit Street,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Oakwood Avenue,Detroit Street,La Brea Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Oakwood Avenue,La Brea Avenue,Alley E of La Brea Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Oakwood Avenue,Alley E of La Brea Avenue,Sycamore Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Oakwood Avenue,Sycamore Avenue,La Brea Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,2/11/2014,Fill-in,JH,
PPD,47,5,Oakwood Avenue,La Brea Avenue,Orange Drive,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Oakwood Avenue,Orange Drive,Mansfield Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Oakwood Avenue,Mansfield Avenue,Citrus Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Oakwood Avenue,Citrus Avenue,Highland Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Orange Drive,Beverly Boulevard,Oakwood Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Orange Drive,Oakwood Avenue,Rosewood Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Orange Drive,Roswood Avenue,Clinton Street,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Orange Drive,Clinton Street,Alley S of Melrose Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Orange Drive,Alley S of Melrose Avenue,Melrose Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Poinsettia Place,Beverly Boulevard,Alley N of Beverly Boulevard,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Poinsettia Place,Alley N of Beverly Boulevard,Oakwood Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Poinsettia Place,Oakwood Avenue,Rosewood Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,11/13/2003,Fill-in,JH,
PPD,47,5,Rosewood Boulevard,La Brea Avenue,Alley E of La Brea Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Rosewood Boulevard,Alley E of La Brea Avenue,Sycamore Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Rosewood Boulevard,Sycamore Avenue,Orange Drive,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Rosewood Boulevard,Orange Drive,Mansfield Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Rosewood Boulevard,Mansfield Avenue,Citrus Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Rosewood Boulevard,Citrus Avenue,Gardner Street,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Rosewood Boulevard (S/S),Gardner Street,Vista Street,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Rosewood Boulevard (S/S),Vista Street,Martel Street,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Rosewood Boulevard (S/S),Martel Street,Fuller Street,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,8/6/2008,Fill-in,JH,
PPD,47,5,Rosewood Boulevard,Fuller Street,Poinsettia Place,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Rosewood Boulevard,Poinsettia Place,Alta Vista Boulevard,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Rosewood Boulevard,Alta Vista Boulevard,Formosa Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Rosewood Boulevard,Formosa Avenue,Detroit Street,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Rosewood Boulevard,Detroit Street,La Brea Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Sycamore Avenue,Beverly Boulevard,Oakwood Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Sycamore Avenue,Oakwood Avenue,Rosewood Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Sycamore Avenue,Roswood Avenue,Clinton Street,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Sycamore Avenue,Clinton Street,Melrose Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,11/17/2016,Alternate Restrictions,JH,
PPD,47,5,Vista Street,Beverly Boulevard,Alley N of Beverly Boulevard,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,47,5,Vista Street,Alley N of Beverly Boulevard,Oakwood Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,02/23/1990,Establishment,JH,
PPD,47,5,Vista Street,Oakwood Avenue,Rosewood Avenue,No Parking 6PM - 8AM Mon. - Sat.; 2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 47 Permits Exempt,75%,85%,3/1/2016,10/3/2007,Fill-in,JH,
TPPD,48,9,West 51st Place,City of Los Angeles Boundary,Vermont Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
TPPD,48,9,West 51st Place,Vermont Avenue,W 51st Street,2 Hr. Parking 8AM - 6PM Mon. - Sat.; No Parking 10PM - 8AM Nightly; Vehicles with District No.48 Permits Exempt,75%,85%,3/1/2016,11/06/2009,Renewal,JH,
TPPD,48,9,West 51st Street,Kansas Avenue,Vermont Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
TPPD,48,9,West 51st Street,Vermont Avenue,City of Los Angeles Boundary,N/A,75%,85%,3/1/2016,-,-,JH,
TPPD,48,9,West 52nd Street,Vermont Avenue,City of Los Angeles Boundary,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Barington Avenue,Missouri Avenue,La Grange Avenue,N/A,75%,85%,3/1/2016,-,-,JH,02-0726-S1
PPD,49,11,Barington Avenue,La Grange Avenue,Mississippi Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Barington Avenue,Mississippi Avenue,Olympic Boulevard,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Barry Avenue,Missouri Avenue,La Grange Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Barry Avenue,La Grange Avenue,Mississippi Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,06/21/1990,Establishment,JH,
PPD,49,11,Barry Avenue,Mississippi Avenue,Olympic Boulevard,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt (Posted on Residential Portion),75%,85%,3/1/2016,06/21/1990,Establishment,JH,
PPD,49,11,Beloit Avenue,Missouri Avenue,La Grange Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Beloit Avenue,La Grange Avenue,Mississippi Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Beloit Avenue,Mississippi Avenue,Olympic Boulevard,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Butler Avenue,Missouri Avenue,La Grange Avenue,No Parking Any Time Except 2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,2/27/2017,Alternate Restrictions,JH,
PPD,49,11,Butler Avenue,La Grange Avenue,Mississippi Avenue,No Parking Any Time Except 2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,7/5/2016,Fill-in,JH,
PPD,49,11,Butler Avenue,Mississippi Avenue,Olympic Boulevard,No Parking Any Time Except 2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,7/5/2016,Fill-in,JH,
PPD,49,11,Colby Avenue,Missouri Avenue,La Grange Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,06/21/1990,Establishment,JH,
PPD,49,11,Colby Avenue,La Grange Avenue,Mississippi Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Colby Avenue,Mississippi Avenue,Olympic Boulevard,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Corinth Avenue,Missouri Avenue,La Grange Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Corinth Avenue,La Grange Avenue,Mississippi Avenue,No Parking Any Time Except 2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,7/5/2016,Fill-in,JH,
PPD,49,11,Corinth Avenue,Mississippi Avenue,Olympic Boulevard,No Parking Any Time Except 2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,7/5/2016,Fill-in,JH,
PPD,49,11,Federal Avenue,Missouri Avenue,La Grange Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,06/21/1990,Establishment,JH,
PPD,49,11,Federal Avenue,La Grange Avenue,Mississippi Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Federal Avenue,Mississippi Avenue,Olympic Boulevard,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt (Posted on Residential Portion),75%,85%,3/1/2016,06/21/1990,Establishment,JH,
PPD,49,11,La Grange Avenue,Barrington Avenue,Barry Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,11/22/2003,Fill-in,JH,
PPD,49,11,La Grange Avenue,Barry Avenue,Federal Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,06/21/1990,Establishment,JH,
PPD,49,11,La Grange Avenue,Federal Avenue,Colby Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,06/21/1990,Establishment,JH,
PPD,49,11,La Grange Avenue,Colby Avenue,Butler Avenue,No Parking Any Time Except 2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,7/5/2016,Fill-in,JH,
PPD,49,11,La Grange Avenue,Butler Avenue,Purdue Avenue,No Parking Any Time Except 2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,7/11/2016,Fill-in,JH,
PPD,49,11,La Grange Avenue,Purdue Avenue,Corinth Avenue,No Parking Any Time Except 2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,6/5/2016,Fill-in,JH,
PPD,49,11,La Grange Avenue,Corinth Avenue,Sawtelle Boulevard,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt (Posted on Residential Portion),75%,85%,3/1/2016,7/6/2010,Fill-in,JH,
PPD,49,11,La Grange Avenue,Sawtelle Boulevard,Beloit Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Mississippi Avenue,Barrington Avenue,Barry Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt (Posted on Residential Portion),75%,85%,3/1/2016,06/21/1990,Establishment,JH,
PPD,49,11,Mississippi Avenue,Barry Avenue,Federal Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,06/21/1990,Establishment,JH,
PPD,49,11,Mississippi Avenue,Federal Avenue,Colby Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,06/21/1990,Establishment,JH,
PPD,49,11,Mississippi Avenue,Colby Avenue,Butler Avenue,No Parking Any Time Except 2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,7/5/2016,Fill-in,JH,
PPD,49,11,Mississippi Avenue,Butler Avenue,Purdue Avenue,No Parking Any Time Except 2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,7/5/2016,Fill-in,JH,
PPD,49,11,Mississippi Avenue,Purdue Avenue,Corinth Avenue,No Parking Any Time Except 2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,7/5/2016,Fill-in,JH,
PPD,49,11,Mississippi Avenue,Corinth Avenue,Sawtelle Boulevard,No Parking Any Time Except 2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,7/5/2016,Fill-in,JH,
PPD,49,11,Mississippi Avenue,Sawtelle Boulevard,Beloit Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Missouri Avenue,Barrington Avenue,Barry Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Missouri Avenue,Barry Avenue,Federal Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Missouri Avenue,Federal Avenue,Colby Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Missouri Avenue,Colby Avenue,Butler Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Missouri Avenue,Butler Avenue,Purdue Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Missouri Avenue,Purdue Avenue,Corinth Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Missouri Avenue,Corinth Avenue,Sawtelle Boulevard,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Missouri Avenue,Sawtelle Boulevard,Beloit Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Olympic Boulevard,Barrington Avenue,Barry Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Olympic Boulevard,Barry Avenue,Federal Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Olympic Boulevard,Federal Avenue,Colby Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Olympic Boulevard,Colby Avenue,Butler Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Olympic Boulevard,Butler Avenue,Purdue Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Olympic Boulevard,Purdue Avenue,Corinth Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Olympic Boulevard,Corinth Avenue,Sawtelle Boulevard,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Olympic Boulevard,Sawtelle Boulevard,Beloit Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Purdue Avenue,Missouri Avenue,La Grange Avenue,No Parking Any Time Except 2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,11/21/2016,Fill-in,JH,
PPD,49,11,Purdue Avenue,La Grange Avenue,Mississippi Avenue,No Parking Any Time Except 2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,6/27/2016,Fill-in,JH,
PPD,49,11,Purdue Avenue,Mississippi Avenue,Olympic Boulevard,No Parking Any Time Except 2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 49 Permits Exempt,75%,85%,3/1/2016,7/5/2016,Fill-in,JH,
PPD,49,11,Sawtelle Boulevard,Missouri Avenue,La Grange Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Sawtelle Boulevard,La Grange Avenue,Mississippi Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,49,11,Sawtelle Boulevard,Mississippi Avenue,Olympic Boulevard,N/A,75%,85%,3/1/2016,-,-,JH,
TPPD,50,11,Alma Real Drive,Toyopa Drive,Ocampo Drive,2 Hr. Parking 8AM - 6PM Mon. - Fri.; 4 Hr. Parking 8AM - 6PM Sat.; District No. 50 Permits Exempt,75%,85%,3/1/2016,10/20/2002,Establishment,JH,09-0591
TPPD,50,11,Alma Real Drive,Ocampo Drive,Chapala Drive,2 Hr. Parking 8AM - 6PM Mon. - Fri.; 4 Hr. Parking 8AM - 6PM Sat.; District No. 50 Permits Exempt,75%,85%,3/1/2016,10/20/2002,Establishment,JH,
TPPD,50,11,Alma Real Drive,Chapala Drive,Frontera Drive,2 Hr. Parking 8AM - 6PM Mon. - Fri.; 4 Hr. Parking 8AM - 6PM Sat.; District No. 50 Permits Exempt,75%,85%,3/1/2016,10/20/2002,Establishment,JH,
TPPD,50,11,Ocampo Drive,Alma Real Drive,Drummond Street,2 Hr. Parking 8AM - 6PM Mon. - Fri.; 4 Hr. Parking 8AM - 6PM Sat.; District No. 50 Permits Exempt,75%,85%,3/1/2016,8/26/2017,Alternate Restrictions,JH,
TPPD,50,11,Toyopa Drive,Carey Street,Drummond Street,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,51,5,Allott Avenue,Valley Vista Boulevard,Alley S of Venutura Boulevard,No Parking 6PM - 8AM; 2 Hr. Parking 8AM - 6PM Daily; Vehicles with District No. 51 Permits Exempt,75%,85%,3/1/2016,07/16/1990,Establishment,JH,
PPD,51,5,Allott Avenue,Alley S of Venutura Boulevard,Ventura Boulevard,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,51,5,Allott Avenue,Ventura Boulevard,Alley N of Ventura Boulevard,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,51,2,Allott Avenue,Alley N of Ventura Boulevard,Moorpark Street,No Parking 6PM - 8AM; 2 Hr. Parking 8AM - 6PM Daily; Vehicles with District No. 51 Permits Exempt,75%,85%,3/1/2016,5/4/2001,Fill-in,JH,
PPD,51,5,Benedict Canyon Drive,Valley Vista Boulevard,Alley S of Venutura Boulevard,No Parking 6PM - 8AM; 2 Hr. Parking 8AM - 6PM Daily; Vehicles with District No. 51 Permits Exempt,75%,85%,3/1/2016,07/16/1990,Establishment,JH,
PPD,51,5,Colbath Avenue,Davana Terrace,Alley S of Venutura Boulevard,No Parking 6PM - 8AM; 2 Hr. Parking 8AM - 6PM Daily; Vehicles with District No. 51 Permits Exempt,75%,85%,3/1/2016,07/16/1990,Establishment,JH,
PPD,51,5,Colbath Avenue,Alley S of Venutura Boulevard,Ventura Boulevard,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,51,2 & 5,Colbath Avenue,Ventura Boulevard,Moorpark Street,N/A,75%,85%,3/1/2016,-,-,JH,
